=== VitaSuwayomi Perf Log ===
FPS | Frame(ms) | Max(ms) | TexUp | Pending | Sections...
-----------------------------------------------------------
FPS:18 Frame:54.2ms Max:54.5ms TexUp:0 Pend:0 | grid_draw:39.9ms
FPS:18 Frame:54.1ms Max:54.2ms TexUp:0 Pend:0 | grid_draw:39.8ms
FPS:18 Frame:54.0ms Max:54.6ms TexUp:0 Pend:0 | grid_draw:39.7ms
FPS:19 Frame:54.0ms Max:54.3ms TexUp:0 Pend:0 | grid_draw:39.8ms
FPS:19 Frame:53.1ms Max:54.3ms TexUp:0 Pend:0 | grid_draw:39.0ms
FPS:19 Frame:53.5ms Max:53.8ms TexUp:0 Pend:0 | grid_draw:39.3ms
FPS:19 Frame:54.0ms Max:54.4ms TexUp:0 Pend:0 | grid_draw:39.7ms
FPS:18 Frame:53.5ms Max:53.5ms TexUp:0 Pend:0 | grid_draw:39.2ms
FPS:19 Frame:54.1ms Max:54.5ms TexUp:0 Pend:0 | grid_draw:39.9ms
FPS:19 Frame:53.1ms Max:54.5ms TexUp:0 Pend:0 | grid_draw:39.0ms
FPS:19 Frame:54.1ms Max:54.5ms TexUp:0 Pend:0 | grid_draw:39.8ms
FPS:18 Frame:54.1ms Max:54.5ms TexUp:0 Pend:0 | grid_draw:39.8ms
FPS:19 Frame:53.7ms Max:53.9ms TexUp:0 Pend:0 | grid_draw:39.4ms
FPS:18 Frame:54.5ms Max:0.0ms TexUp:0 Pend:0 | grid_draw:40.1ms
FPS:19 Frame:53.3ms Max:53.7ms TexUp:0 Pend:0 | grid_draw:39.5ms
FPS:19 Frame:53.0ms Max:54.4ms TexUp:0 Pend:0 | grid_draw:39.2ms
FPS:18 Frame:54.5ms Max:54.5ms TexUp:0 Pend:0 | grid_draw:40.3ms
FPS:18 Frame:54.4ms Max:54.7ms TexUp:0 Pend:0 | grid_draw:40.2ms
FPS:18 Frame:54.1ms Max:54.6ms TexUp:0 Pend:0 | grid_draw:39.8ms
FPS:19 Frame:53.8ms Max:54.4ms TexUp:0 Pend:0 | grid_draw:39.5ms
FPS:6 Frame:16.7ms Max:16.8ms TexUp:0 Pend:0 | grid_draw:0.1ms
FPS:1 Frame:16.6ms Max:342.8ms TexUp:0 Pend:2 | grid_draw:0.1ms
FPS:30 Frame:25.4ms Max:25.7ms TexUp:0 Pend:1 | grid_draw:12.5ms
FPS:39 Frame:28.0ms Max:34.5ms TexUp:0 Pend:1 | grid_draw:14.2ms
FPS:35 Frame:28.2ms Max:56.9ms TexUp:0 Pend:1 | grid_draw:14.3ms
FPS:36 Frame:13.5ms Max:63.1ms TexUp:0 Pend:1 | grid_draw:0.1ms
FPS:17 Frame:404.4ms Max:0.0ms TexUp:2 Pend:4 | grid_draw:13.5ms
FPS:37 Frame:13.9ms Max:0.0ms TexUp:0 Pend:0 | grid_draw:0.1ms
FPS:20 Frame:49.3ms Max:0.0ms TexUp:0 Pend:0 | grid_draw:35.7ms
FPS:20 Frame:50.1ms Max:50.6ms TexUp:0 Pend:0 | grid_draw:36.2ms
FPS:20 Frame:49.4ms Max:50.0ms TexUp:0 Pend:0 | grid_draw:36.0ms
FPS:20 Frame:49.2ms Max:49.6ms TexUp:0 Pend:0 | grid_draw:36.1ms
FPS:20 Frame:49.3ms Max:50.2ms TexUp:0 Pend:0 | grid_draw:36.1ms
